merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered,is_ghost,is_default,loan_history_count,prev_defaults,bsi_score,revenue_cv,transaction_entropy,settlement_regularity,active_days_ratio,avg_daily_revenue,revenue_trend_slope,device_session_entropy,location_variance,temporal_pattern_score,login_hour_entropy,transaction_velocity,unique_device_count,ip_change_frequency,weekend_activity_ratio,gnn_risk_score,neighbor_avg_default_rate,network_centrality,high_risk_neighbor_count,anomaly_score
M002478,551,7,Education/Tuition,Mumbai,1,1,1,1,0,0,1,1,0.7703,0.5386,4.4429,0.9333,1.0,4154.35,1.1195,0.7189,0.2787,0.3738,0.3489,5.8499,1,0.2579,0.1733,0.1875,0.25,0.0004,1,0.7689
M002479,1142,5,Transport/Auto,Nagpur,3,0,1,1,1,0,0,0,0.7844,0.4866,4.4492,0.9111,1.0,1147.31,-2.7451,0.8317,0.0606,0.4016,0.9339,2.7687,1,0.3315,0.3751,0.1097,0.0769,0.0013,1,0.8979
M002480,875,1,Restaurant/Dhaba,Mumbai,1,1,0,0,0,1,3,0,0.7455,0.6103,4.4497,0.9333,1.0,6488.27,-30.9875,0.2188,0.1362,0.6422,0.4316,2.7975,2,0.4373,0.2707,0.7535,0.2727,0.0011,3,0.6299
M002481,1164,5,Transport/Auto,Nagpur,3,0,1,0,0,0,1,0,0.7804,0.5101,4.4456,0.9333,1.0,1099.21,1.4809,0.4915,0.1317,0.3871,0.538,0.9463,2,1.1249,0.4705,0.1055,0.0,0.0008,0,0.7514
M002482,580,3,Clothing/Textile,Bhopal,3,1,1,0,0,0,1,1,0.7729,0.5449,4.4503,0.9556,1.0,1249.76,-0.9145,0.5834,0.5916,0.7132,0.8589,3.4252,2,1.1575,0.1571,0.2621,0.0,0.0007,0,0.6353
M002483,1450,2,Medical/Pharmacy,Delhi,1,1,0,0,0,0,1,0,0.7641,0.5635,4.4487,0.9444,1.0,5452.11,-11.592,0.815,0.2336,0.5515,0.3887,2.3515,3,2.1257,0.3082,0.3142,0.4286,0.0007,3,0.8418
M002484,40,6,Services/Salon,Ahmedabad,2,1,1,0,0,1,2,0,0.6311,0.9203,4.4633,0.9,1.0,3168.11,-7.92,0.6342,0.3239,0.6867,0.7461,8.2373,3,1.305,0.5789,0.4942,0.0,0.0004,0,0.7071
M002485,526,4,Electronics,Indore,3,1,1,1,0,0,2,1,0.7674,0.5488,4.4561,0.9333,1.0,1951.91,2.7689,0.8848,0.3808,0.5019,0.7752,2.1235,1,1.1557,0.3487,0.3993,0.1667,0.0006,1,0.8269
M002486,1069,1,Restaurant/Dhaba,Surat,2,1,1,1,0,1,2,1,0.7474,0.5929,4.454,0.9111,1.0,2786.96,-12.5928,0.6451,0.5556,0.2914,0.569,6.0511,1,1.6174,0.0216,0.5447,0.2857,0.0007,2,0.6551
M002487,1086,6,Services/Salon,Bhopal,3,1,1,1,0,0,4,0,0.7658,0.5638,4.4412,0.9556,1.0,1341.56,1.4399,0.4724,0.0952,0.7156,0.5534,1.9759,3,0.9067,0.5901,0.3231,0.1111,0.0009,1,0.7485
M002488,774,0,Kirana/Grocery,Lucknow,2,1,1,1,0,0,2,0,0.7684,0.5262,4.4504,0.9,1.0,3464.57,-14.5583,0.8272,0.2225,0.8068,0.3305,3.0619,3,0.1105,0.5664,0.1415,0.1429,0.0007,1,0.8458
M002489,518,4,Electronics,Jaipur,2,1,1,1,0,0,1,0,0.7768,0.5274,4.4494,0.9444,1.0,3686.14,-9.9381,0.3258,0.3424,0.6765,0.7682,1.4469,4,0.4146,0.1955,0.2896,0.1111,0.0009,1,0.6189
M002490,1241,1,Restaurant/Dhaba,Bengaluru,1,1,1,0,0,1,0,0,0.7375,0.6457,4.448,0.9556,1.0,6707.21,-32.7371,0.8621,0.153,0.833,0.2677,1.5153,3,0.7079,0.3096,0.4657,0.0,0.0004,0,0.8898
M002491,765,4,Electronics,Chennai,1,1,1,0,0,0,0,0,0.7487,0.5879,4.4456,0.9111,1.0,7500.5,-0.5152,0.6247,0.2867,0.3054,0.4452,7.1591,2,2.9418,0.3292,0.4265,0.25,0.0004,1,0.7209
M002492,487,6,Services/Salon,Indore,3,0,1,1,0,0,2,0,0.7831,0.4971,4.4525,0.9222,1.0,1278.72,4.3286,0.8535,0.1868,0.8954,0.2381,6.0116,3,0.2938,0.3428,0.2969,0.0,0.0011,0,0.8493
M002493,1104,0,Kirana/Grocery,Jaipur,2,1,1,0,0,0,0,0,0.7633,0.5599,4.453,0.9333,1.0,3063.86,1.6219,0.9356,0.1373,0.6684,0.7041,8.3954,1,2.7228,0.2599,0.1142,0.0,0.0004,0,0.8827
M002494,1324,4,Electronics,Jaipur,2,0,1,0,0,0,0,2,0.7917,0.4842,4.4462,0.9444,1.0,3679.13,-4.9528,0.7476,0.4661,0.8421,0.2177,2.4332,4,0.1251,0.2908,0.2235,0.0,0.0008,0,0.7446
M002495,493,6,Services/Salon,Ahmedabad,2,1,1,0,0,0,1,0,0.7597,0.5902,4.459,0.9667,1.0,2695.74,5.1016,0.281,0.0485,0.6587,0.2787,5.2526,4,0.0677,0.2819,0.3482,0.25,0.0012,3,0.6663
M002496,72,4,Electronics,Pune,2,1,1,0,0,1,1,0,0.641,0.9146,4.4439,0.9444,1.0,4766.12,-26.8895,0.8551,0.1804,0.5821,0.661,6.3493,3,0.1847,0.252,0.4632,0.125,0.0008,1,0.8498
M002497,568,0,Kirana/Grocery,Varanasi,3,1,1,0,0,0,2,1,0.7599,0.5511,4.4557,0.9,1.0,1537.31,-3.773,0.9903,0.3997,0.782,0.5167,5.1202,3,0.3756,0.3874,0.1032,0.0,0.0011,0,0.8455
M002498,597,7,Education/Tuition,Kochi,3,1,1,1,0,0,0,0,0.7878,0.5041,4.4623,0.9556,1.0,1010.68,1.4018,0.6967,0.1008,0.8144,0.5522,3.6254,3,1.16,0.2414,0.2543,0.0,0.0009,0,0.8267
M002499,150,0,Kirana/Grocery,Surat,2,1,1,0,0,0,2,0,0.7555,0.5805,4.4397,0.9333,1.0,3230.43,8.1887,0.67,0.5152,0.9894,0.2265,2.411,5,0.5803,0.2013,0.2568,0.25,0.0004,1,0.699
M002500,654,0,Kirana/Grocery,Nagpur,3,1,1,1,0,0,2,0,0.7419,0.6016,4.4487,0.9,1.0,1629.3,2.3315,0.7791,0.4555,0.7626,0.3981,1.7217,2,0.831,0.3319,0.2683,0.0,0.0009,0,0.7647
M002501,345,7,Education/Tuition,Nagpur,3,1,1,1,0,0,3,0,0.7855,0.5001,4.4338,0.9444,1.0,922.72,-0.1098,0.4509,0.3201,0.8975,0.285,1.8215,3,0.3224,0.3739,0.1101,0.1,0.001,1,0.6734
M002502,1051,7,Education/Tuition,Lucknow,2,1,1,0,0,0,2,2,0.7635,0.5517,4.442,0.9222,1.0,1884.71,6.886,0.3459,0.487,0.5688,0.5721,0.0973,6,6.2735,0.3202,0.4285,0.2857,0.0007,2,0.5917
M002503,1168,3,Clothing/Textile,Kochi,3,0,1,1,0,0,1,0,0.746,0.635,4.4546,0.9778,1.0,1356.92,-0.6466,0.6212,0.1907,0.9404,0.6391,4.6266,4,0.2864,0.2102,0.3704,0.25,0.0008,2,0.7635
M002504,650,5,Transport/Auto,Bengaluru,1,1,1,1,0,0,0,0,0.787,0.511,4.4508,0.9667,1.0,4563.14,-4.4843,0.778,0.1643,0.6455,0.6834,6.7426,1,1.6894,0.233,0.1012,0.0,0.001,0,0.8215
M002505,483,5,Transport/Auto,Delhi,1,1,1,0,1,0,0,0,0.7386,0.5977,4.445,0.8778,1.0,4802.5,-1.6273,0.676,0.2129,0.236,0.7398,3.6555,2,0.0831,0.1498,0.2393,0.2222,0.0009,2,0.7846
M002506,716,6,Services/Salon,Indore,3,1,0,0,0,1,2,0,0.7061,0.7162,4.4474,0.9222,1.0,1352.16,-5.805,0.4754,0.0555,0.0138,0.2599,3.0612,1,1.3677,0.3547,0.3265,0.0,0.0006,0,0.7551
M002507,653,0,Kirana/Grocery,Surat,2,0,1,0,0,0,2,0,0.7828,0.4912,4.4499,0.9111,1.0,3315.14,2.1364,0.1405,0.172,0.901,0.6926,5.4974,3,0.7158,0.515,0.3375,0.1429,0.0007,1,0.5716
M002508,641,6,Services/Salon,Nagpur,3,1,1,0,0,1,2,0,0.7519,0.6036,4.4402,0.9556,1.0,1368.55,-9.4412,0.6265,0.085,0.8684,0.548,4.3278,3,0.644,0.3487,0.3347,0.0,0.0007,0,0.7991
M002509,988,5,Transport/Auto,Nagpur,3,1,1,0,0,0,0,0,0.7642,0.5394,4.4594,0.9,1.0,1163.92,-0.0887,0.1517,0.4028,0.4941,0.2831,7.4168,3,1.1767,0.532,0.0678,0.0,0.0008,0,0.4953
M002510,676,4,Electronics,Bengaluru,1,1,1,1,0,0,1,0,0.759,0.5796,4.4604,0.9444,1.0,7733.35,-1.4411,0.8394,0.3162,0.8277,0.4637,2.3099,4,0.4337,0.3657,0.0984,0.0,0.0005,0,0.827
M002511,792,0,Kirana/Grocery,Nagpur,3,1,1,1,0,0,1,1,0.7637,0.5465,4.4551,0.9111,1.0,1551.67,0.614,0.8815,0.6097,0.2939,0.3489,8.13,2,0.8975,0.2589,0.1436,0.0,0.0008,0,0.7209
M002512,1390,7,Education/Tuition,Lucknow,2,0,1,0,1,0,0,0,0.7638,0.5647,4.4504,0.9444,1.0,1963.33,4.0785,0.5885,0.2486,0.484,0.9918,8.357,1,1.0814,0.3207,0.2443,0.1667,0.0006,1,0.7107
M002513,269,1,Restaurant/Dhaba,Pune,2,1,1,0,0,0,2,0,0.7705,0.5251,4.4406,0.9111,1.0,2890.94,3.6103,0.6875,0.1171,0.1449,0.4741,0.4798,1,0.8751,0.4925,0.208,0.2,0.0005,1,0.837
M002514,763,0,Kirana/Grocery,Jaipur,2,0,1,0,0,1,2,0,0.7159,0.6945,4.4465,0.9333,1.0,3637.48,-9.1138,0.7826,0.9045,0.7416,0.4077,11.4216,2,2.039,0.348,0.46,0.2,0.001,2,0.5732
M002515,1439,7,Education/Tuition,Varanasi,3,0,1,1,0,0,0,0,0.7551,0.5914,4.4635,0.9444,1.0,1025.54,-1.5491,0.3082,0.3493,0.9345,0.5641,2.8195,1,0.1225,0.2852,0.2044,0.125,0.0008,1,0.6016
M002516,1198,0,Kirana/Grocery,Delhi,1,1,0,0,0,0,4,0,0.783,0.5079,4.4367,0.9444,1.0,7114.46,-9.5223,0.4535,0.1815,0.7978,0.5638,0.9282,4,3.8523,0.1138,0.419,0.4,0.0005,2,0.7214
M002517,406,5,Transport/Auto,Surat,2,1,1,1,0,0,2,0,0.7473,0.6192,4.458,0.9556,1.0,2327.26,-1.6275,0.6505,0.8686,0.4987,0.2468,2.9228,1,0.2855,0.1591,0.2507,0.0,0.0004,0,0.5821
M002518,33,6,Services/Salon,Ahmedabad,2,0,1,1,0,0,3,0,0.6307,0.9116,4.4397,0.8889,1.0,2816.11,-4.1089,0.781,0.0383,0.637,0.7054,4.3795,2,0.3477,0.0878,0.2936,0.0833,0.0012,1,0.8746
M002519,823,2,Medical/Pharmacy,Jaipur,2,1,1,1,0,1,1,0,0.7404,0.601,4.4583,0.8889,1.0,2693.59,-11.2547,0.8894,0.4086,0.4267,0.2897,2.8814,2,0.2756,0.5805,0.6256,0.2,0.0005,1,0.8159
M002520,875,4,Electronics,Ahmedabad,2,0,1,1,0,0,2,0,0.764,0.537,4.4384,0.9,1.0,3793.94,0.2428,0.7294,0.1141,0.868,0.6099,4.435,3,0.7793,0.394,0.4853,0.4,0.001,4,0.8309
M002521,1381,7,Education/Tuition,Chennai,1,0,1,1,0,0,1,0,0.7729,0.5587,4.4591,0.9778,1.0,3662.75,-8.0079,0.9397,0.1196,0.934,0.5124,1.3384,5,0.5399,0.2198,0.523,0.3636,0.0011,4,0.932
M002522,226,7,Education/Tuition,Mumbai,1,0,1,0,0,0,0,0,0.7712,0.5488,4.4431,0.9556,1.0,4243.2,-17.2798,0.9025,0.4308,0.4881,0.4293,3.2268,4,3.2262,0.3678,0.3536,0.4286,0.0007,3,0.8124
M002523,418,7,Education/Tuition,Jaipur,2,0,1,1,0,0,3,0,0.75,0.5657,4.4489,0.8778,1.0,1815.8,1.2815,0.8658,0.2293,0.9087,0.7742,1.4663,1,4.2559,0.5724,0.1233,0.125,0.0008,1,0.8687
M002524,290,5,Transport/Auto,Kochi,3,0,1,0,0,0,1,0,0.7616,0.5645,4.4506,0.9333,1.0,1037.65,0.5982,0.8643,0.1618,0.6256,0.406,1.0839,2,4.3478,0.272,0.0582,0.0,0.0008,0,0.8907
M002525,632,6,Services/Salon,Mumbai,1,1,1,0,0,0,3,0,0.7511,0.5519,4.4641,0.8556,1.0,5275.44,-23.8619,0.5535,0.1458,0.6996,0.2465,5.641,2,0.4593,0.1714,0.1497,0.0,0.0007,0,0.7438
M002526,123,6,Services/Salon,Chennai,1,1,1,0,0,0,0,0,0.7985,0.4616,4.4676,0.9333,1.0,5081.4,-4.4558,0.061,0.2221,0.682,0.5835,3.2164,4,1.2257,0.3077,0.7091,0.6667,0.0003,2,0.5385
M002527,1310,4,Electronics,Indore,3,1,1,0,0,1,3,0,0.7327,0.6284,4.453,0.9,1.0,1956.21,-6.439,0.8807,0.2415,0.819,0.7018,3.0775,2,0.4156,0.3104,0.3599,0.0,0.0005,0,0.8614
M002528,165,6,Services/Salon,Bengaluru,1,0,1,1,0,0,0,0,0.7883,0.4803,4.4402,0.9222,1.0,5300.06,-3.852,0.8262,0.034,0.2733,0.4567,4.3209,3,1.4962,0.5148,0.0134,0.0,0.0004,0,0.8944
M002529,554,7,Education/Tuition,Indore,3,0,1,0,0,0,2,0,0.7025,0.7084,4.4531,0.8889,1.0,966.08,0.0477,0.5864,0.1178,0.9139,0.2929,5.9251,2,0.9284,0.143,0.1725,0.0,0.0005,0,0.7637
M002530,527,1,Restaurant/Dhaba,Surat,2,1,1,1,0,0,1,0,0.7532,0.5579,4.4581,0.8778,1.0,3229.24,6.9501,0.6541,0.3955,0.4316,0.3348,0.7001,1,0.4364,0.307,0.0321,0.0,0.0009,0,0.7388
M002531,1231,7,Education/Tuition,Nagpur,3,1,1,0,0,0,2,1,0.7659,0.5333,4.4517,0.9,1.0,1065.57,0.1483,0.1618,0.0785,0.9834,0.3873,12.5094,5,0.27,0.1655,0.2071,0.1,0.001,1,0.5661
M002532,141,3,Clothing/Textile,Delhi,1,1,1,0,0,0,1,0,0.7723,0.5344,4.4532,0.9333,1.0,5294.01,19.1657,0.7621,0.2067,0.5698,0.5739,5.0088,5,0.3473,0.1349,0.057,0.0,0.0001,0,0.8128
M002533,1317,2,Medical/Pharmacy,Bengaluru,1,0,1,0,0,0,1,0,0.7572,0.5511,4.4465,0.8889,1.0,5525.39,8.9028,0.8188,0.0616,0.7411,0.3563,3.6184,1,2.6815,0.3057,0.0158,0.0,0.0003,0,0.8873
M002534,1467,1,Restaurant/Dhaba,Pune,2,1,1,0,0,0,0,0,0.7845,0.4736,4.4485,0.8889,1.0,2882.73,-0.5589,0.5449,0.1646,0.5681,0.2056,1.2285,3,0.3338,0.3,0.2875,0.1429,0.0007,1,0.7612
M002535,398,1,Restaurant/Dhaba,Nagpur,3,1,1,1,0,0,1,2,0.7715,0.5355,4.4456,0.9333,1.0,1421.7,-3.642,0.3422,0.1508,0.8278,0.692,3.0453,2,0.2248,0.2141,0.2889,0.1111,0.0009,1,0.6734
M002536,965,7,Education/Tuition,Jaipur,2,0,1,1,0,0,1,0,0.7555,0.5616,4.4404,0.9,1.0,1980.9,1.0694,0.898,0.9351,0.8129,0.7959,0.8385,3,0.7482,0.0943,0.4689,0.2857,0.0007,2,0.6736
M002537,1431,4,Electronics,Mumbai,1,1,1,1,0,0,0,0,0.7875,0.4773,4.4462,0.9111,1.0,6813.84,-10.5898,0.7925,0.626,0.5755,0.7204,8.4679,4,2.2503,0.3199,0.1628,0.0,0.0002,0,0.6784
M002538,797,2,Medical/Pharmacy,Indore,3,0,1,0,0,0,1,0,0.7607,0.561,4.4525,0.9222,1.0,1369.15,-2.4889,0.6064,0.2031,0.6914,0.5218,4.1242,3,1.2888,0.4222,0.1772,0.1,0.001,1,0.7569
M002539,615,4,Electronics,Nagpur,3,0,1,1,0,0,2,0,0.7664,0.5434,4.4428,0.9222,1.0,1879.32,-2.8792,0.7257,0.4197,0.6628,0.2445,11.6263,1,1.0194,0.0823,0.2192,0.0714,0.0014,1,0.6946
M002540,1436,3,Clothing/Textile,Lucknow,2,0,1,1,0,0,1,1,0.7585,0.5256,4.4262,0.8556,1.0,2316.03,-2.7681,0.7618,0.0259,0.9907,0.3876,1.1845,2,0.8083,0.2105,0.2804,0.25,0.0008,2,0.8898
M002541,702,6,Services/Salon,Nagpur,3,1,1,0,0,0,4,0,0.7769,0.5339,4.4538,0.9556,1.0,1237.08,-1.5726,0.7204,0.1393,0.8166,0.2144,1.5676,4,1.5881,0.3264,0.0525,0.0,0.0009,0,0.837
M002542,540,4,Electronics,Indore,3,1,1,0,0,0,0,0,0.7919,0.4521,4.447,0.8889,1.0,1737.03,0.0993,0.9616,0.0835,0.8505,0.3288,2.7065,3,1.6372,0.1249,0.303,0.125,0.0008,1,0.9434
M002543,742,0,Kirana/Grocery,Pune,2,0,1,1,0,0,1,0,0.763,0.5419,4.4535,0.9,1.0,3182.02,-3.0722,0.5752,0.2903,0.15,0.2849,1.7778,1,0.7918,0.3579,0.2628,0.2857,0.0007,2,0.7323
M002544,849,4,Electronics,Delhi,1,1,0,0,1,0,0,0,0.7445,0.6075,4.4542,0.9222,1.0,7715.0,-14.1257,0.3376,0.8384,0.0422,0.9647,4.0612,1,1.5924,0.3825,0.1914,0.1429,0.0007,1,0.4592
M002545,406,6,Services/Salon,Surat,2,1,1,0,0,0,1,0,0.7549,0.5523,4.4525,0.8778,1.0,2568.49,-1.4436,0.4848,0.8986,0.615,0.3996,6.5494,4,2.8738,0.3401,0.0106,0.0,0.0007,0,0.485
M002546,574,0,Kirana/Grocery,Bengaluru,1,0,1,1,0,0,3,0,0.7678,0.5575,4.4368,0.9556,1.0,6617.15,16.5681,0.7691,0.5811,0.7829,0.5152,9.2565,2,1.1965,0.2115,0.0841,0.0909,0.0011,1,0.6778
M002547,102,1,Restaurant/Dhaba,Jaipur,2,1,1,1,0,0,2,0,0.7851,0.4853,4.4542,0.9111,1.0,3126.01,2.8492,0.7485,0.1818,0.7605,0.446,2.2154,2,0.0014,0.2386,0.2333,0.0,0.0002,0,0.8316
M002548,1003,3,Clothing/Textile,Pune,2,1,1,0,0,0,3,2,0.7959,0.4737,4.4569,0.9444,1.0,2373.89,-5.3916,0.6105,0.0616,0.2203,0.5051,2.0613,2,0.5295,0.1372,0.3931,0.1429,0.0007,1,0.8134
M002549,533,6,Services/Salon,Bengaluru,1,1,1,0,0,0,2,0,0.7397,0.6194,4.4404,0.9222,1.0,5470.55,-2.2298,0.9682,0.4925,0.0941,0.4163,3.4375,2,1.1269,0.1717,0.3963,0.3333,0.0006,2,0.8189
M002550,1405,5,Transport/Auto,Chennai,1,0,1,1,0,0,1,0,0.7712,0.5326,4.4623,0.9222,1.0,4589.04,2.5095,0.9634,0.1233,0.7296,0.7515,1.3223,3,0.4089,0.3282,0.1874,0.125,0.0008,1,0.9404
M002551,834,0,Kirana/Grocery,Chennai,1,0,1,0,1,0,0,0,0.7558,0.588,4.4547,0.9444,1.0,6614.74,22.3681,0.6444,0.1996,0.1258,0.7711,0.7327,2,1.7359,0.1421,0.3867,0.3333,0.0012,4,0.7935
M002552,739,3,Clothing/Textile,Indore,3,1,1,0,0,0,2,0,0.7481,0.6079,4.4404,0.9444,1.0,1319.94,2.1335,0.0962,0.1525,0.497,0.2967,2.6441,2,0.1364,0.2949,0.3773,0.1818,0.0011,2,0.5769
M002553,354,4,Electronics,Varanasi,3,1,1,0,0,0,0,1,0.7644,0.5436,4.4486,0.9111,1.0,1949.93,-1.5745,0.9178,0.1937,0.5855,0.3452,5.5629,3,1.448,0.3496,0.2713,0.0,0.0006,0,0.8756
M002554,417,5,Transport/Auto,Hyderabad,1,1,1,1,0,0,1,0,0.7348,0.6524,4.4404,0.9556,1.0,4686.02,-4.0361,0.8806,0.3137,0.762,0.378,4.9231,1,1.7107,0.2018,0.097,0.0,0.0005,0,0.8286
M002555,857,4,Electronics,Indore,3,1,1,1,1,0,0,0,0.7456,0.5857,4.4569,0.8889,1.0,2002.57,2.0837,0.5201,0.732,0.1222,0.9485,3.7762,2,3.7796,0.4582,0.4306,0.4444,0.0009,4,0.5658
M002556,269,6,Services/Salon,Pune,2,1,1,1,0,0,0,0,0.7663,0.5563,4.4415,0.9444,1.0,2502.37,-5.5621,0.4887,0.6995,0.5055,0.444,3.3499,2,1.2577,0.4216,0.2246,0.0,0.0004,0,0.5655
M002557,1005,1,Restaurant/Dhaba,Mumbai,1,1,1,1,0,0,1,1,0.7783,0.5295,4.4503,0.9556,1.0,6293.0,-16.9549,0.831,0.0788,0.7798,0.4862,1.9097,2,2.7732,0.528,0.355,0.25,0.0012,3,0.8973
M002558,1127,6,Services/Salon,Delhi,1,1,1,1,0,0,4,1,0.7487,0.5762,4.4524,0.8889,1.0,5243.11,-1.1628,0.84,0.1624,0.8992,0.654,5.905,3,0.5245,0.148,0.4555,0.25,0.0004,1,0.8518
M002559,60,7,Education/Tuition,Ahmedabad,2,1,0,0,0,1,0,0,0.607,1.2959,4.4518,0.9222,1.0,2274.98,-3.0313,0.8014,0.1471,0.3143,0.4437,1.758,2,0.5569,0.2212,0.6914,0.1429,0.0007,1,0.8659
M002560,508,6,Services/Salon,Nagpur,3,0,1,1,0,0,1,0,0.7833,0.4642,4.4482,0.8667,1.0,1199.34,-0.0057,0.6635,0.2014,0.7262,0.5627,7.7233,2,0.1525,0.256,0.0238,0.0,0.0006,0,0.7586
M002561,1067,6,Services/Salon,Surat,2,1,1,0,0,0,1,0,0.7869,0.4925,4.4513,0.9333,1.0,2380.26,-0.3078,0.9674,0.7283,0.8432,0.6491,3.3952,4,0.036,0.0958,0.1602,0.0,0.0005,0,0.7481
M002562,746,4,Electronics,Chennai,1,0,1,0,0,1,1,0,0.7492,0.5932,4.4478,0.9222,1.0,7460.46,-49.6749,0.1443,0.0682,0.6108,0.3174,1.1498,5,0.6482,0.3239,0.6606,0.1667,0.0006,1,0.6304
M002563,1369,0,Kirana/Grocery,Bengaluru,1,0,1,0,0,0,2,0,0.7991,0.4709,4.4566,0.9556,1.0,6864.85,6.0292,0.4615,0.53,0.4367,0.3233,4.9253,1,0.1603,0.1709,0.2026,0.0,0.001,0,0.596
M002564,97,1,Restaurant/Dhaba,Pune,2,1,1,1,0,0,1,0,0.7928,0.4676,4.4402,0.9222,1.0,2877.94,-5.1644,0.7043,0.1999,0.5933,0.7288,0.9166,3,0.202,0.3724,0.1572,0.0,0.0005,0,0.8163
M002565,1035,3,Clothing/Textile,Hyderabad,1,1,1,0,0,1,0,0,0.7156,0.6838,4.4542,0.9111,1.0,5272.91,-27.5197,0.5906,0.6467,0.7612,0.6828,3.1888,1,0.223,0.2232,0.7468,0.2222,0.0009,2,0.6231
M002566,567,1,Restaurant/Dhaba,Hyderabad,1,0,1,0,0,1,3,0,0.7119,0.7136,4.4553,0.9444,1.0,6500.49,-20.2711,0.5803,0.9109,0.2921,0.6377,5.495,2,0.3334,0.4467,0.4046,0.0,0.0009,0,0.5259
M002567,320,7,Education/Tuition,Delhi,1,0,1,0,0,0,0,0,0.7563,0.5608,4.4524,0.9,1.0,4342.08,-1.7443,0.7392,0.507,0.6395,0.4492,1.4658,4,2.4687,0.5866,0.1699,0.1667,0.0006,1,0.7348
M002568,1004,3,Clothing/Textile,Bhopal,3,1,1,0,0,0,5,1,0.7716,0.5317,4.4646,0.9222,1.0,1274.16,-2.0216,0.7466,0.2216,0.6533,0.4083,2.1808,2,3.1549,0.2926,0.4002,0.1667,0.0018,3,0.8191
M002569,53,2,Medical/Pharmacy,Bhopal,3,1,1,0,0,0,1,1,0.6396,0.906,4.4455,0.9222,1.0,1616.48,-1.027,0.6227,0.0519,0.9509,0.2141,2.9752,6,3.8257,0.2029,0.2228,0.0,0.0007,0,0.8157
M002570,444,0,Kirana/Grocery,Pune,2,1,1,1,0,1,1,1,0.7237,0.691,4.4438,0.9667,1.0,3460.64,-23.6709,0.7695,0.2254,0.6063,0.7964,8.9956,3,1.1497,0.1301,0.5272,0.0,0.0007,0,0.7862
M002571,880,7,Education/Tuition,Nagpur,3,1,1,1,0,0,0,0,0.7436,0.5978,4.4556,0.9,1.0,975.14,-3.2238,0.8945,0.2033,0.3855,0.357,1.6683,4,0.572,0.3271,0.1281,0.0,0.0006,0,0.8868
M002572,991,0,Kirana/Grocery,Hyderabad,1,1,1,0,1,0,0,0,0.7811,0.5096,4.4557,0.9333,1.0,7054.79,-16.8667,0.7674,0.6969,0.0783,0.7842,19.7665,2,1.1339,0.2435,0.0172,0.0,0.0005,0,0.5793
M002573,710,3,Clothing/Textile,Ahmedabad,2,1,0,0,0,1,4,1,0.7512,0.5811,4.4472,0.9111,1.0,2786.7,-15.3156,0.8221,0.0677,0.228,0.4966,0.5092,1,0.6253,0.3324,0.4049,0.1111,0.0009,1,0.9055
M002574,1089,4,Electronics,Bengaluru,1,1,1,0,0,0,1,0,0.7784,0.516,4.4462,0.9333,1.0,7390.71,12.6185,0.7604,0.0308,0.7106,0.6231,0.5162,3,0.9185,0.1199,0.2829,0.1429,0.0007,1,0.8918
M002575,130,5,Transport/Auto,Ahmedabad,2,1,1,1,0,0,3,0,0.7767,0.5349,4.4562,0.9556,1.0,2117.0,-4.2298,0.8787,0.4348,0.7555,0.7728,12.4147,2,0.1507,0.4199,0.087,0.0,0.0003,0,0.7466
M002576,575,4,Electronics,Bhopal,3,0,1,1,0,0,2,0,0.7528,0.5722,4.4615,0.9,1.0,1885.71,-4.9879,0.6237,0.7314,0.5831,0.5947,6.5481,3,0.4687,0.2408,0.2967,0.0,0.0003,0,0.5908
M002577,68,2,Medical/Pharmacy,Jaipur,2,0,1,0,0,1,2,0,0.6022,1.0956,4.4443,0.9,1.0,2597.07,-23.8972,0.8396,0.2117,0.7716,0.7366,2.7143,2,0.4592,0.2394,0.5071,0.0,0.0004,0,0.856
M002578,240,3,Clothing/Textile,Surat,2,0,1,1,1,0,0,0,0.7564,0.5602,4.4504,0.9,1.0,2546.41,0.2635,0.9005,0.2004,0.0591,0.47,1.3015,3,1.4622,0.3935,0.259,0.1111,0.0009,1,0.8923
M002579,771,2,Medical/Pharmacy,Pune,2,1,1,1,0,0,1,3,0.7289,0.5745,4.4445,0.7889,1.0,2586.9,-4.9371,0.7751,0.3182,0.9286,0.5574,1.6529,1,0.344,0.2094,0.3596,0.3333,0.0003,1,0.8047
M002580,621,3,Clothing/Textile,Bengaluru,1,1,1,0,0,0,1,0,0.7686,0.5081,4.462,0.8667,1.0,5169.55,-16.1693,0.8149,0.0578,0.7564,0.928,4.7836,2,0.044,0.4109,0.1001,0.0,0.0003,0,0.8799
M002581,779,2,Medical/Pharmacy,Indore,3,0,1,1,0,0,1,0,0.7655,0.5541,4.4546,0.9333,1.0,1372.07,2.4301,0.4573,0.2411,0.5622,0.4503,3.9944,2,2.5745,0.2314,0.0854,0.0,0.0008,0,0.6866
M002582,201,3,Clothing/Textile,Pune,2,0,1,0,0,0,1,1,0.7605,0.549,4.4523,0.9,1.0,2638.12,-9.6231,0.3607,0.2701,0.9135,0.6082,0.9304,4,1.6329,0.3456,0.1531,0.0,0.0005,0,0.6577
M002583,867,0,Kirana/Grocery,Lucknow,2,1,1,1,0,0,2,0,0.7678,0.5605,4.4573,0.9556,1.0,3191.81,-11.5142,0.874,0.1769,0.3434,0.3153,10.4351,1,1.4977,0.2521,0.2054,0.0,0.0004,0,0.8339
