merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered
M002867,895,0,Kirana/Grocery,Varanasi,3,1,0,0
M002868,1488,7,Education/Tuition,Hyderabad,1,1,1,0
M002869,1459,5,Transport/Auto,Jaipur,2,1,1,1
M002870,107,3,Clothing/Textile,Varanasi,3,1,1,0
M002871,487,4,Electronics,Varanasi,3,0,1,1
M002872,615,2,Medical/Pharmacy,Nagpur,3,0,1,0
M002873,1445,0,Kirana/Grocery,Ahmedabad,2,1,1,0
M002874,1067,4,Electronics,Varanasi,3,0,1,0
M002875,74,3,Clothing/Textile,Jaipur,2,1,1,0
M002876,67,4,Electronics,Lucknow,2,1,1,1
M002877,445,1,Restaurant/Dhaba,Hyderabad,1,0,1,0
M002878,274,2,Medical/Pharmacy,Pune,2,1,1,0
M002879,1115,0,Kirana/Grocery,Chennai,1,1,1,0
M002880,522,5,Transport/Auto,Mumbai,1,1,1,0
M002881,352,6,Services/Salon,Indore,3,1,1,0
M002882,1305,3,Clothing/Textile,Bengaluru,1,1,1,0
M002883,497,2,Medical/Pharmacy,Mumbai,1,1,1,0
M002884,1114,3,Clothing/Textile,Bengaluru,1,1,1,0
M002885,1172,6,Services/Salon,Varanasi,3,1,1,0
M002886,116,4,Electronics,Ahmedabad,2,1,1,1
M002887,109,3,Clothing/Textile,Ahmedabad,2,0,1,0
M002888,257,7,Education/Tuition,Kochi,3,1,1,0
M002889,512,3,Clothing/Textile,Indore,3,1,0,1
M002890,652,4,Electronics,Bengaluru,1,1,1,0
M002891,1363,4,Electronics,Ahmedabad,2,1,1,1
M002892,977,6,Services/Salon,Varanasi,3,1,1,0
M002893,514,2,Medical/Pharmacy,Ahmedabad,2,0,1,0
M002894,869,0,Kirana/Grocery,Bengaluru,1,1,1,1
M002895,54,4,Electronics,Varanasi,3,1,1,0
M002896,1255,7,Education/Tuition,Lucknow,2,0,1,1
M002897,1278,2,Medical/Pharmacy,Chennai,1,0,1,0
M002898,808,6,Services/Salon,Lucknow,2,1,1,1
M002899,960,3,Clothing/Textile,Mumbai,1,1,1,0
M002900,824,7,Education/Tuition,Chennai,1,1,1,0
M002901,782,3,Clothing/Textile,Indore,3,1,1,1
M002902,1236,5,Transport/Auto,Mumbai,1,1,1,0
M002903,1130,1,Restaurant/Dhaba,Pune,2,1,1,0
M002904,455,4,Electronics,Pune,2,1,1,0
M002905,1120,6,Services/Salon,Hyderabad,1,0,1,0
M002906,689,7,Education/Tuition,Nagpur,3,1,1,0
M002907,714,7,Education/Tuition,Hyderabad,1,1,1,0
M002908,576,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M002909,1130,5,Transport/Auto,Hyderabad,1,1,0,0
M002910,945,2,Medical/Pharmacy,Bengaluru,1,1,1,1
M002911,84,0,Kirana/Grocery,Hyderabad,1,1,1,1
M002912,1300,5,Transport/Auto,Lucknow,2,0,1,1
M002913,1492,6,Services/Salon,Varanasi,3,1,1,1
M002914,343,2,Medical/Pharmacy,Mumbai,1,1,1,0
M002915,1373,4,Electronics,Ahmedabad,2,1,1,1
M002916,249,2,Medical/Pharmacy,Lucknow,2,0,1,0
M002917,1424,1,Restaurant/Dhaba,Nagpur,3,0,1,1
M002918,1269,3,Clothing/Textile,Pune,2,0,1,0
M002919,78,3,Clothing/Textile,Hyderabad,1,1,1,0
M002920,492,7,Education/Tuition,Delhi,1,0,1,0
M002921,147,5,Transport/Auto,Ahmedabad,2,0,1,0
M002922,111,2,Medical/Pharmacy,Varanasi,3,1,1,0
M002923,1316,2,Medical/Pharmacy,Chennai,1,1,1,0
M002924,525,2,Medical/Pharmacy,Ahmedabad,2,0,0,0
M002925,663,2,Medical/Pharmacy,Varanasi,3,0,0,1
M002926,866,7,Education/Tuition,Kochi,3,0,1,1
M002927,631,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M002928,799,4,Electronics,Varanasi,3,0,1,0
M002929,702,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M002930,205,6,Services/Salon,Lucknow,2,1,1,1
M002931,834,6,Services/Salon,Lucknow,2,0,1,1
M002932,1142,1,Restaurant/Dhaba,Mumbai,1,0,0,1
M002933,668,1,Restaurant/Dhaba,Ahmedabad,2,0,1,0
M002934,1412,3,Clothing/Textile,Jaipur,2,0,1,0
M002935,1339,6,Services/Salon,Bengaluru,1,0,1,0
M002936,326,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M002937,1313,2,Medical/Pharmacy,Pune,2,0,1,0
M002938,504,1,Restaurant/Dhaba,Indore,3,0,1,1
M002939,565,2,Medical/Pharmacy,Chennai,1,1,1,0
M002940,1090,5,Transport/Auto,Mumbai,1,1,1,0
M002941,1234,6,Services/Salon,Surat,2,1,1,0
M002942,54,4,Electronics,Chennai,1,0,1,0
M002943,378,3,Clothing/Textile,Pune,2,0,1,0
M002944,666,4,Electronics,Bhopal,3,0,1,0
M002945,256,7,Education/Tuition,Delhi,1,1,0,0
M002946,1401,7,Education/Tuition,Surat,2,0,1,0
M002947,67,5,Transport/Auto,Pune,2,0,1,0
M002948,1436,4,Electronics,Jaipur,2,1,1,0
M002949,599,3,Clothing/Textile,Varanasi,3,1,1,0
M002950,265,2,Medical/Pharmacy,Nagpur,3,1,1,0
M002951,1234,5,Transport/Auto,Ahmedabad,2,0,1,0
M002952,143,5,Transport/Auto,Ahmedabad,2,0,1,0
M002953,335,2,Medical/Pharmacy,Lucknow,2,0,1,0
M002954,161,2,Medical/Pharmacy,Kochi,3,1,1,1
M002955,377,3,Clothing/Textile,Jaipur,2,1,1,1
M002956,1233,6,Services/Salon,Jaipur,2,0,1,0
M002957,444,1,Restaurant/Dhaba,Indore,3,1,1,1
M002958,1012,6,Services/Salon,Hyderabad,1,1,1,1
M002959,761,0,Kirana/Grocery,Nagpur,3,1,1,0
M002960,683,1,Restaurant/Dhaba,Bengaluru,1,1,1,1
M002961,414,6,Services/Salon,Hyderabad,1,0,1,1
M002962,541,1,Restaurant/Dhaba,Chennai,1,0,1,1
M002963,1096,7,Education/Tuition,Kochi,3,1,1,1
M002964,1171,4,Electronics,Nagpur,3,0,1,1
M002965,90,7,Education/Tuition,Lucknow,2,1,1,0
M002966,582,0,Kirana/Grocery,Lucknow,2,1,1,1
M002967,217,2,Medical/Pharmacy,Lucknow,2,0,1,0
M002968,482,1,Restaurant/Dhaba,Indore,3,1,1,0
M002969,876,6,Services/Salon,Pune,2,1,1,1
M002970,216,3,Clothing/Textile,Jaipur,2,0,1,0
M002971,967,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M002972,193,2,Medical/Pharmacy,Indore,3,1,1,0
M002973,1477,6,Services/Salon,Pune,2,1,1,0
M002974,131,1,Restaurant/Dhaba,Pune,2,0,1,1
M002975,1320,5,Transport/Auto,Delhi,1,1,1,0
M002976,1206,7,Education/Tuition,Bhopal,3,1,1,1
M002977,1482,4,Electronics,Hyderabad,1,0,1,1
M002978,720,4,Electronics,Pune,2,0,0,0
M002979,1480,1,Restaurant/Dhaba,Bhopal,3,1,1,1
M002980,607,4,Electronics,Surat,2,1,1,0
M002981,640,3,Clothing/Textile,Hyderabad,1,1,1,1
M002982,565,0,Kirana/Grocery,Pune,2,1,1,0
M002983,1386,1,Restaurant/Dhaba,Bhopal,3,1,1,0
M002984,790,3,Clothing/Textile,Jaipur,2,1,1,1
M002985,925,5,Transport/Auto,Varanasi,3,1,1,1
M002986,1493,3,Clothing/Textile,Delhi,1,1,1,0
M002987,1000,3,Clothing/Textile,Surat,2,1,0,1
M002988,153,5,Transport/Auto,Lucknow,2,0,1,1
M002989,1355,2,Medical/Pharmacy,Varanasi,3,1,1,0
M002990,697,1,Restaurant/Dhaba,Delhi,1,1,1,1
M002991,378,7,Education/Tuition,Nagpur,3,0,1,1
M002992,278,1,Restaurant/Dhaba,Ahmedabad,2,1,1,0
M002993,1324,1,Restaurant/Dhaba,Surat,2,1,1,1
M002994,1482,7,Education/Tuition,Chennai,1,0,1,0
M002995,736,0,Kirana/Grocery,Bhopal,3,1,0,0
M002996,742,3,Clothing/Textile,Delhi,1,1,1,1
M002997,1036,1,Restaurant/Dhaba,Mumbai,1,0,0,0
M002998,276,7,Education/Tuition,Chennai,1,1,1,0
M002999,510,7,Education/Tuition,Kochi,3,0,1,0
M003000,127,4,Electronics,Ahmedabad,2,0,1,0
M003001,358,2,Medical/Pharmacy,Bhopal,3,1,1,0
M003002,1478,5,Transport/Auto,Delhi,1,1,1,0
M003003,1477,5,Transport/Auto,Lucknow,2,0,1,1
M003004,1058,0,Kirana/Grocery,Ahmedabad,2,1,1,0
M003005,488,7,Education/Tuition,Kochi,3,0,1,0
M003006,825,6,Services/Salon,Bhopal,3,1,1,1
M003007,622,5,Transport/Auto,Mumbai,1,1,1,1
M003008,527,2,Medical/Pharmacy,Pune,2,1,1,1
M003009,116,6,Services/Salon,Delhi,1,1,1,0
M003010,431,7,Education/Tuition,Lucknow,2,1,1,1
M003011,1346,7,Education/Tuition,Mumbai,1,1,1,0
M003012,1334,3,Clothing/Textile,Chennai,1,0,1,0
M003013,226,5,Transport/Auto,Surat,2,1,1,1
M003014,793,6,Services/Salon,Ahmedabad,2,1,1,0
M003015,1136,6,Services/Salon,Chennai,1,1,1,0
M003016,56,5,Transport/Auto,Ahmedabad,2,0,1,1
M003017,164,4,Electronics,Lucknow,2,1,1,1
M003018,1143,3,Clothing/Textile,Chennai,1,0,1,1
M003019,235,1,Restaurant/Dhaba,Bhopal,3,0,0,0
M003020,1080,7,Education/Tuition,Delhi,1,1,1,0
M003021,1431,2,Medical/Pharmacy,Jaipur,2,1,1,0
M003022,1468,5,Transport/Auto,Lucknow,2,1,1,0
M003023,1280,4,Electronics,Chennai,1,1,1,1
M003024,632,7,Education/Tuition,Mumbai,1,1,1,0
M003025,1121,2,Medical/Pharmacy,Ahmedabad,2,1,1,1
M003026,391,6,Services/Salon,Nagpur,3,1,1,1
M003027,1313,0,Kirana/Grocery,Surat,2,1,1,1
M003028,687,4,Electronics,Jaipur,2,1,1,0
M003029,1116,7,Education/Tuition,Surat,2,0,1,0
M003030,1001,6,Services/Salon,Bengaluru,1,1,1,1
M003031,1009,0,Kirana/Grocery,Jaipur,2,1,1,0
M003032,970,5,Transport/Auto,Indore,3,0,1,0
M003033,937,4,Electronics,Mumbai,1,1,1,0
M003034,1445,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M003035,275,6,Services/Salon,Chennai,1,1,0,1
M003036,307,7,Education/Tuition,Lucknow,2,0,0,0
M003037,376,2,Medical/Pharmacy,Kochi,3,1,1,1
M003038,401,2,Medical/Pharmacy,Mumbai,1,1,1,0
M003039,838,6,Services/Salon,Jaipur,2,1,1,0
M003040,878,6,Services/Salon,Hyderabad,1,1,1,1
M003041,152,3,Clothing/Textile,Bhopal,3,1,1,0
M003042,1110,4,Electronics,Delhi,1,1,0,0
M003043,189,7,Education/Tuition,Pune,2,1,1,0
M003044,1180,7,Education/Tuition,Jaipur,2,1,1,1
M003045,766,7,Education/Tuition,Lucknow,2,1,1,0
M003046,1364,7,Education/Tuition,Pune,2,0,1,0
M003047,547,4,Electronics,Mumbai,1,0,0,0
M003048,964,6,Services/Salon,Jaipur,2,1,1,1
M003049,1318,0,Kirana/Grocery,Delhi,1,0,1,0
M003050,775,4,Electronics,Delhi,1,1,1,0
M003051,317,2,Medical/Pharmacy,Ahmedabad,2,0,1,0
M003052,449,4,Electronics,Chennai,1,1,1,0
M003053,169,3,Clothing/Textile,Chennai,1,1,1,1
M003054,736,3,Clothing/Textile,Jaipur,2,0,0,1
M003055,727,6,Services/Salon,Indore,3,0,1,0
M003056,1016,2,Medical/Pharmacy,Jaipur,2,1,1,0
M003057,504,2,Medical/Pharmacy,Delhi,1,1,1,1
M003058,418,7,Education/Tuition,Mumbai,1,0,1,0
M003059,540,2,Medical/Pharmacy,Bhopal,3,1,1,0
M003060,567,4,Electronics,Hyderabad,1,0,1,0
M003061,242,4,Electronics,Delhi,1,0,1,0
M003062,926,1,Restaurant/Dhaba,Jaipur,2,0,1,1
M003063,1318,5,Transport/Auto,Lucknow,2,1,0,0
M003064,1396,6,Services/Salon,Ahmedabad,2,1,1,0
M003065,1091,5,Transport/Auto,Delhi,1,1,1,1
M003066,262,7,Education/Tuition,Chennai,1,0,1,0
M003067,289,7,Education/Tuition,Indore,3,0,1,0
M003068,337,0,Kirana/Grocery,Mumbai,1,1,1,0
M003069,432,4,Electronics,Lucknow,2,0,0,1
M003070,1026,1,Restaurant/Dhaba,Pune,2,0,1,0
M003071,1314,1,Restaurant/Dhaba,Surat,2,0,1,1
M003072,779,3,Clothing/Textile,Chennai,1,1,1,1
M003073,1159,4,Electronics,Chennai,1,1,1,1
M003074,1300,1,Restaurant/Dhaba,Jaipur,2,1,1,1
M003075,333,3,Clothing/Textile,Nagpur,3,1,1,1
M003076,372,0,Kirana/Grocery,Kochi,3,0,1,0
M003077,1091,3,Clothing/Textile,Hyderabad,1,1,1,0
M003078,884,7,Education/Tuition,Delhi,1,0,1,1
M003079,1099,0,Kirana/Grocery,Nagpur,3,0,1,1
M003080,1273,7,Education/Tuition,Surat,2,1,1,1
M003081,285,5,Transport/Auto,Bhopal,3,0,1,1
M003082,166,7,Education/Tuition,Bengaluru,1,1,1,0
M003083,1284,5,Transport/Auto,Ahmedabad,2,0,1,1
M003084,847,2,Medical/Pharmacy,Jaipur,2,1,1,1
M003085,1002,2,Medical/Pharmacy,Surat,2,0,1,0
M003086,67,6,Services/Salon,Pune,2,1,0,0
M003087,1208,3,Clothing/Textile,Bengaluru,1,0,1,1
M003088,134,6,Services/Salon,Surat,2,1,1,1
M003089,284,2,Medical/Pharmacy,Bengaluru,1,1,1,0
M003090,1457,7,Education/Tuition,Surat,2,1,1,0
M003091,517,4,Electronics,Indore,3,1,1,0
M003092,487,3,Clothing/Textile,Surat,2,1,1,0
M003093,557,1,Restaurant/Dhaba,Kochi,3,0,1,0
M003094,620,7,Education/Tuition,Mumbai,1,1,1,1
M003095,554,4,Electronics,Surat,2,0,1,1
M003096,399,6,Services/Salon,Nagpur,3,0,1,0
M003097,131,3,Clothing/Textile,Bengaluru,1,1,1,1
M003098,945,6,Services/Salon,Hyderabad,1,1,1,0
M003099,693,5,Transport/Auto,Lucknow,2,0,1,0
M003100,719,0,Kirana/Grocery,Hyderabad,1,1,1,0
M003101,628,6,Services/Salon,Ahmedabad,2,1,1,1
M003102,629,2,Medical/Pharmacy,Kochi,3,1,1,0
M003103,570,2,Medical/Pharmacy,Surat,2,0,1,0
M003104,418,2,Medical/Pharmacy,Mumbai,1,1,1,1
M003105,392,3,Clothing/Textile,Lucknow,2,1,1,1
M003106,960,4,Electronics,Surat,2,1,1,0
M003107,641,0,Kirana/Grocery,Mumbai,1,1,1,1
M003108,1168,2,Medical/Pharmacy,Surat,2,1,1,0
M003109,751,4,Electronics,Ahmedabad,2,0,1,0
M003110,372,6,Services/Salon,Jaipur,2,1,1,0
M003111,1127,1,Restaurant/Dhaba,Hyderabad,1,0,1,1
M003112,164,5,Transport/Auto,Lucknow,2,1,1,0
M003113,969,1,Restaurant/Dhaba,Hyderabad,1,1,0,1
M003114,1007,0,Kirana/Grocery,Hyderabad,1,1,1,1
M003115,409,2,Medical/Pharmacy,Bhopal,3,0,1,1
M003116,1178,7,Education/Tuition,Surat,2,0,1,1
M003117,67,7,Education/Tuition,Chennai,1,1,1,1
M003118,810,1,Restaurant/Dhaba,Chennai,1,1,1,0
M003119,339,5,Transport/Auto,Hyderabad,1,0,1,0
M003120,135,4,Electronics,Bengaluru,1,1,1,0
M003121,585,7,Education/Tuition,Hyderabad,1,1,1,1
M003122,1278,4,Electronics,Chennai,1,1,1,0
M003123,1295,1,Restaurant/Dhaba,Ahmedabad,2,1,1,0
M003124,426,6,Services/Salon,Surat,2,1,1,0
M003125,182,6,Services/Salon,Surat,2,1,1,0
M003126,565,2,Medical/Pharmacy,Surat,2,1,1,0
M003127,1025,5,Transport/Auto,Hyderabad,1,1,1,1
M003128,995,0,Kirana/Grocery,Varanasi,3,0,1,1
M003129,1455,2,Medical/Pharmacy,Bhopal,3,1,1,1
M003130,1199,7,Education/Tuition,Kochi,3,1,1,1
M003131,1244,3,Clothing/Textile,Kochi,3,1,1,1
M003132,922,1,Restaurant/Dhaba,Varanasi,3,0,1,0
M003133,612,3,Clothing/Textile,Surat,2,1,1,0
M003134,230,7,Education/Tuition,Bengaluru,1,0,0,0
M003135,41,1,Restaurant/Dhaba,Surat,2,1,1,1
M003136,1105,0,Kirana/Grocery,Lucknow,2,0,1,1
M003137,797,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M003138,1355,5,Transport/Auto,Ahmedabad,2,1,1,0
M003139,1353,7,Education/Tuition,Bengaluru,1,0,1,1
M003140,949,6,Services/Salon,Surat,2,1,1,1
M003141,550,6,Services/Salon,Varanasi,3,0,1,1
M003142,1193,2,Medical/Pharmacy,Surat,2,1,1,1
M003143,129,1,Restaurant/Dhaba,Jaipur,2,1,0,0
M003144,1190,6,Services/Salon,Bengaluru,1,0,1,1
M003145,900,4,Electronics,Jaipur,2,0,1,1
M003146,395,3,Clothing/Textile,Indore,3,0,1,0
M003147,686,5,Transport/Auto,Surat,2,1,1,0
M003148,190,5,Transport/Auto,Bhopal,3,0,1,0
M003149,790,6,Services/Salon,Pune,2,1,1,1
M003150,204,7,Education/Tuition,Jaipur,2,1,1,1
M003151,1141,2,Medical/Pharmacy,Bengaluru,1,1,1,0
M003152,1452,2,Medical/Pharmacy,Lucknow,2,0,1,0
M003153,574,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M003154,506,4,Electronics,Ahmedabad,2,0,1,0
M003155,312,7,Education/Tuition,Surat,2,1,1,0
M003156,986,7,Education/Tuition,Varanasi,3,1,1,0
M003157,481,7,Education/Tuition,Mumbai,1,1,1,0
M003158,111,3,Clothing/Textile,Nagpur,3,1,1,0
M003159,1266,4,Electronics,Mumbai,1,1,1,0
M003160,845,5,Transport/Auto,Jaipur,2,1,1,0
M003161,549,4,Electronics,Hyderabad,1,1,1,0
M003162,163,6,Services/Salon,Mumbai,1,1,1,1
M003163,476,1,Restaurant/Dhaba,Jaipur,2,1,1,0
M003164,147,4,Electronics,Hyderabad,1,1,1,0
M003165,1296,7,Education/Tuition,Surat,2,1,1,1
M003166,778,3,Clothing/Textile,Nagpur,3,1,1,0
M003167,1203,5,Transport/Auto,Bengaluru,1,1,1,0
M003168,675,0,Kirana/Grocery,Indore,3,1,1,1
M003169,408,5,Transport/Auto,Surat,2,1,1,0
M003170,637,7,Education/Tuition,Jaipur,2,0,1,1
M003171,995,0,Kirana/Grocery,Hyderabad,1,1,1,1
M003172,554,3,Clothing/Textile,Mumbai,1,0,1,0
M003173,1170,5,Transport/Auto,Chennai,1,0,1,1
M003174,605,5,Transport/Auto,Chennai,1,0,1,1
M003175,966,5,Transport/Auto,Bengaluru,1,0,1,0
M003176,691,5,Transport/Auto,Jaipur,2,1,1,0
M003177,1370,1,Restaurant/Dhaba,Bhopal,3,0,1,0
M003178,905,2,Medical/Pharmacy,Nagpur,3,1,1,1
M003179,41,5,Transport/Auto,Surat,2,1,1,0
M003180,1143,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M003181,417,3,Clothing/Textile,Hyderabad,1,1,1,0
M003182,112,5,Transport/Auto,Bengaluru,1,0,1,0
M003183,1005,4,Electronics,Delhi,1,1,1,0
M003184,425,5,Transport/Auto,Surat,2,1,0,0
M003185,574,6,Services/Salon,Ahmedabad,2,1,1,0
M003186,690,5,Transport/Auto,Ahmedabad,2,0,1,1
M003187,669,7,Education/Tuition,Ahmedabad,2,1,1,1
M003188,129,0,Kirana/Grocery,Indore,3,1,0,0
M003189,486,4,Electronics,Varanasi,3,0,0,0
M003190,903,5,Transport/Auto,Chennai,1,1,1,1
M003191,357,5,Transport/Auto,Varanasi,3,0,1,1
M003192,753,5,Transport/Auto,Nagpur,3,0,1,0
M003193,103,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M003194,1149,7,Education/Tuition,Lucknow,2,1,1,0
M003195,121,3,Clothing/Textile,Lucknow,2,1,1,1
M003196,359,0,Kirana/Grocery,Kochi,3,1,1,0
M003197,204,5,Transport/Auto,Indore,3,0,1,1
M003198,344,3,Clothing/Textile,Mumbai,1,1,1,0
M003199,526,7,Education/Tuition,Jaipur,2,0,1,0
M003200,1322,0,Kirana/Grocery,Pune,2,1,1,1
M003201,457,0,Kirana/Grocery,Pune,2,0,1,1
M003202,64,6,Services/Salon,Mumbai,1,1,1,0
M003203,148,7,Education/Tuition,Kochi,3,1,0,1
M003204,1424,0,Kirana/Grocery,Lucknow,2,1,1,1
M003205,954,7,Education/Tuition,Nagpur,3,1,0,0
M003206,1362,7,Education/Tuition,Nagpur,3,1,1,1
M003207,1410,5,Transport/Auto,Jaipur,2,1,1,0
M003208,1429,1,Restaurant/Dhaba,Pune,2,1,1,0
M003209,857,5,Transport/Auto,Lucknow,2,1,1,0
M003210,1158,5,Transport/Auto,Delhi,1,1,1,1
M003211,419,3,Clothing/Textile,Pune,2,0,1,1
M003212,205,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M003213,135,2,Medical/Pharmacy,Pune,2,0,1,1
M003214,621,6,Services/Salon,Chennai,1,0,1,0
M003215,1216,7,Education/Tuition,Hyderabad,1,0,1,0
M003216,943,2,Medical/Pharmacy,Mumbai,1,1,1,1
M003217,1320,3,Clothing/Textile,Chennai,1,1,1,0
M003218,1332,4,Electronics,Lucknow,2,1,0,0
M003219,1356,6,Services/Salon,Ahmedabad,2,1,1,1
M003220,984,3,Clothing/Textile,Pune,2,1,1,1
M003221,982,0,Kirana/Grocery,Chennai,1,1,1,0
M003222,890,5,Transport/Auto,Bengaluru,1,1,1,0
M003223,156,4,Electronics,Chennai,1,1,1,0
M003224,1299,0,Kirana/Grocery,Delhi,1,0,1,0
M003225,853,6,Services/Salon,Kochi,3,1,1,0
M003226,263,5,Transport/Auto,Mumbai,1,1,1,0
M003227,696,5,Transport/Auto,Pune,2,1,1,0
M003228,960,6,Services/Salon,Hyderabad,1,1,1,1
M003229,1492,0,Kirana/Grocery,Mumbai,1,1,1,0
M003230,166,3,Clothing/Textile,Surat,2,1,1,0
M003231,585,2,Medical/Pharmacy,Jaipur,2,1,1,0
M003232,788,4,Electronics,Delhi,1,1,1,0
M003233,1202,7,Education/Tuition,Bengaluru,1,1,1,0
M003234,85,6,Services/Salon,Surat,2,1,1,1
M003235,385,6,Services/Salon,Chennai,1,1,1,1
M003236,1310,5,Transport/Auto,Chennai,1,0,1,0
M003237,952,1,Restaurant/Dhaba,Nagpur,3,1,1,1
M003238,842,5,Transport/Auto,Lucknow,2,1,1,0
M003239,1116,7,Education/Tuition,Surat,2,1,1,1
M003240,1116,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M003241,835,5,Transport/Auto,Pune,2,0,1,0
M003242,1082,1,Restaurant/Dhaba,Surat,2,1,1,1
M003243,629,6,Services/Salon,Surat,2,1,1,1
M003244,597,3,Clothing/Textile,Pune,2,1,1,0
M003245,1353,5,Transport/Auto,Mumbai,1,0,1,0
M003246,734,4,Electronics,Ahmedabad,2,0,1,1
M003247,641,3,Clothing/Textile,Ahmedabad,2,0,1,1
M003248,1268,1,Restaurant/Dhaba,Indore,3,1,1,1
M003249,170,0,Kirana/Grocery,Lucknow,2,0,1,0
M003250,590,5,Transport/Auto,Surat,2,1,1,0
M003251,528,7,Education/Tuition,Mumbai,1,1,1,0
M003252,656,6,Services/Salon,Surat,2,0,1,1
M003253,531,6,Services/Salon,Hyderabad,1,0,1,0
M003254,770,3,Clothing/Textile,Delhi,1,1,1,0
M003255,793,5,Transport/Auto,Delhi,1,0,1,1
M003256,1244,7,Education/Tuition,Surat,2,1,1,1
M003257,704,4,Electronics,Delhi,1,1,1,1
M003258,78,5,Transport/Auto,Lucknow,2,0,1,0
M003259,1416,3,Clothing/Textile,Varanasi,3,1,1,0
M003260,656,2,Medical/Pharmacy,Hyderabad,1,1,1,1
M003261,709,3,Clothing/Textile,Pune,2,1,1,0
M003262,306,1,Restaurant/Dhaba,Lucknow,2,1,0,1
M003263,76,3,Clothing/Textile,Delhi,1,1,1,0
M003264,955,6,Services/Salon,Nagpur,3,1,1,1
M003265,245,4,Electronics,Chennai,1,0,0,0
M003266,259,3,Clothing/Textile,Jaipur,2,1,0,0
M003267,352,3,Clothing/Textile,Pune,2,1,1,0
M003268,1474,4,Electronics,Surat,2,0,1,0
M003269,254,3,Clothing/Textile,Ahmedabad,2,1,1,0
M003270,1340,6,Services/Salon,Chennai,1,1,1,0
M003271,75,4,Electronics,Delhi,1,1,1,1
M003272,1067,6,Services/Salon,Jaipur,2,1,1,0
M003273,662,6,Services/Salon,Jaipur,2,0,1,0
M003274,404,6,Services/Salon,Bhopal,3,1,1,1
M003275,732,1,Restaurant/Dhaba,Nagpur,3,1,1,0
M003276,1016,4,Electronics,Bhopal,3,1,1,1
M003277,362,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M003278,195,1,Restaurant/Dhaba,Hyderabad,1,0,1,0
M003279,536,7,Education/Tuition,Nagpur,3,1,1,0
M003280,146,4,Electronics,Pune,2,1,1,0
M003281,972,3,Clothing/Textile,Hyderabad,1,0,1,1
M003282,665,5,Transport/Auto,Indore,3,1,1,0
M003283,1492,7,Education/Tuition,Varanasi,3,0,1,1
M003284,1357,2,Medical/Pharmacy,Surat,2,1,1,0
M003285,486,5,Transport/Auto,Delhi,1,1,1,1
M003286,898,6,Services/Salon,Pune,2,1,1,1
M003287,1324,4,Electronics,Bhopal,3,0,1,0
M003288,245,3,Clothing/Textile,Kochi,3,0,1,1
M003289,142,1,Restaurant/Dhaba,Delhi,1,0,1,0
M003290,1069,0,Kirana/Grocery,Chennai,1,1,1,0
M003291,245,2,Medical/Pharmacy,Nagpur,3,1,1,1
M003292,456,7,Education/Tuition,Surat,2,1,1,0
M003293,1188,7,Education/Tuition,Surat,2,0,1,1
M003294,1096,5,Transport/Auto,Indore,3,1,1,0
M003295,793,7,Education/Tuition,Hyderabad,1,1,1,0
M003296,313,3,Clothing/Textile,Jaipur,2,1,1,1
M003297,863,6,Services/Salon,Hyderabad,1,1,1,1
M003298,1151,2,Medical/Pharmacy,Pune,2,1,1,0
M003299,1113,6,Services/Salon,Kochi,3,1,1,0
M003300,259,0,Kirana/Grocery,Jaipur,2,1,1,1
M003301,414,0,Kirana/Grocery,Nagpur,3,1,1,0
M003302,188,7,Education/Tuition,Lucknow,2,0,1,0
M003303,853,0,Kirana/Grocery,Chennai,1,1,1,0
M003304,500,5,Transport/Auto,Bengaluru,1,0,1,0
M003305,237,6,Services/Salon,Lucknow,2,0,1,1
M003306,203,4,Electronics,Ahmedabad,2,1,1,1
M003307,1134,7,Education/Tuition,Chennai,1,1,1,1
M003308,1071,2,Medical/Pharmacy,Pune,2,1,1,1
M003309,1046,4,Electronics,Pune,2,1,1,0
M003310,737,6,Services/Salon,Ahmedabad,2,1,1,1
M003311,1344,0,Kirana/Grocery,Lucknow,2,1,1,1
M003312,1413,3,Clothing/Textile,Pune,2,1,1,0
M003313,1332,0,Kirana/Grocery,Hyderabad,1,1,1,0
M003314,1004,4,Electronics,Chennai,1,1,1,0
M003315,426,0,Kirana/Grocery,Ahmedabad,2,0,1,1
M003316,1003,6,Services/Salon,Lucknow,2,1,1,1
M003317,795,0,Kirana/Grocery,Bengaluru,1,1,1,0
M003318,1195,4,Electronics,Nagpur,3,1,0,0
M003319,706,4,Electronics,Varanasi,3,1,1,1
M003320,546,6,Services/Salon,Jaipur,2,1,1,1
M003321,1304,7,Education/Tuition,Delhi,1,1,1,1
